name,id,hp,attack,defense,spAttack,spDefense,speed,bst,type1,type2,abilities,passive,evolution line,img
Gigantamax Corviknight,823,118,112,135,63,90,77,595,Flying,Steel,Mirror Armor,Iron Barbs,"Rookidee, Corvisquire, Corviknight, Gigantamax Corviknight",823-gigantamax
Blipbug,824,25,20,20,25,45,45,180,Bug,,"Swarm, Compound Eyes, Telepathy",Run Away,"Blipbug, Dottler, Orbeetle, Gigantamax Orbeetle",824
Dottler,825,50,35,80,50,90,30,335,Bug,Psychic,"Swarm, Compound Eyes, Telepathy",Psychic Surge,"Blipbug, Dottler, Orbeetle, Gigantamax Orbeetle",825
Orbeetle,826,60,45,110,80,120,90,505,Bug,Psychic,"Swarm, Frisk, Telepathy",Psychic Surge,"Blipbug, Dottler, Orbeetle, Gigantamax Orbeetle",826
Gigantamax Orbeetle,826,75,50,140,100,150,90,605,Bug,Psychic,Trace,Psychic Surge,"Blipbug, Dottler, Orbeetle, Gigantamax Orbeetle",826-gigantamax
Nickit,827,40,28,28,47,52,50,245,Dark,,"Run Away, Unburden, Stakeout",Magician,"Nickit, Thievul",827
Thievul,828,70,58,58,87,92,90,455,Dark,,"Run Away, Unburden, Stakeout",Magician,"Nickit, Thievul",828
Gossifleur,829,40,40,60,40,60,10,250,Grass,,"Cotton Down, Regenerator, Effect Spore",Seed Sower,"Gossifleur, Eldegoss",829
Eldegoss,830,60,50,90,80,120,60,460,Grass,,"Cotton Down, Regenerator, Effect Spore",Seed Sower,"Gossifleur, Eldegoss",830
Wooloo,831,42,40,55,40,45,48,270,Normal,,"Fluffy, Run Away, Bulletproof",Scrappy,"Wooloo, Dubwool",831
Dubwool,832,72,80,100,60,90,88,490,Normal,,"Fluffy, Steadfast, Bulletproof",Scrappy,"Wooloo, Dubwool",832
Chewtle,833,50,64,50,38,38,44,284,Water,,"Strong Jaw, Shell Armor, Swift Swim",Solid Rock,"Chewtle, Drednaw, Gigantamax Drednaw",833
Drednaw,834,90,115,90,48,68,74,485,Water,Rock,"Strong Jaw, Shell Armor, Swift Swim",Solid Rock,"Chewtle, Drednaw, Gigantamax Drednaw",834
Gigantamax Drednaw,834,115,137,115,61,83,74,585,Water,Rock,Strong Jaw,Solid Rock,"Chewtle, Drednaw, Gigantamax Drednaw",834-gigantamax
Yamper,835,59,45,50,40,50,26,270,Electric,,"Ball Fetch, Rattled",Pickup,"Yamper, Boltund",835
Boltund,836,69,90,60,90,60,121,490,Electric,,"Strong Jaw, Competitive",Sheer Force,"Yamper, Boltund",836
Rolycoly,837,30,40,50,40,50,30,240,Rock,,"Steam Engine, Heatproof, Flash Fire",Solid Rock,"Rolycoly, Carkol, Coalossal, Gigantamax Coalossal",837
Carkol,838,80,60,90,60,70,50,410,Rock,Fire,"Steam Engine, Flame Body, Flash Fire",Solid Rock,"Rolycoly, Carkol, Coalossal, Gigantamax Coalossal",838
Coalossal,839,110,80,120,80,90,30,510,Rock,Fire,"Steam Engine, Flame Body, Flash Fire",Solid Rock,"Rolycoly, Carkol, Coalossal, Gigantamax Coalossal",839
Gigantamax Coalossal,839,140,100,132,95,100,43,610,Rock,Fire,Steam Engine,Solid Rock,"Rolycoly, Carkol, Coalossal, Gigantamax Coalossal",839-gigantamax
Applin,840,40,40,80,40,40,20,260,Grass,Dragon,"Ripen, Gluttony, Bulletproof",Sturdy,"Applin, Flapple, Gigantamax Flapple, Appletun, Gigantamax Appletun, Dipplin, Hydrapple",840
Flapple,841,70,110,80,95,60,70,485,Grass,Dragon,"Ripen, Gluttony, Hustle",No Guard,"Applin, Flapple, Gigantamax Flapple, Appletun, Gigantamax Appletun, Dipplin, Hydrapple",841
Gigantamax Flapple,841,100,125,90,105,70,95,585,Grass,Dragon,Hustle,No Guard,"Applin, Flapple, Gigantamax Flapple, Appletun, Gigantamax Appletun, Dipplin, Hydrapple",841-gigantamax
Appletun,842,110,85,80,100,80,30,485,Grass,Dragon,"Ripen, Gluttony, Thick Fat",Well Baked Body,"Applin, Flapple, Gigantamax Flapple, Appletun, Gigantamax Appletun, Dipplin, Hydrapple",842
Gigantamax Appletun,842,150,100,95,115,95,30,585,Grass,Dragon,Thick Fat,Well Baked Body,"Applin, Flapple, Gigantamax Flapple, Appletun, Gigantamax Appletun, Dipplin, Hydrapple",842-gigantamax
Silicobra,843,52,57,75,35,50,46,315,Ground,,"Sand Spit, Shed Skin, Sand Veil",Sand Rush,"Silicobra, Sandaconda, Gigantamax Sandaconda",843
Sandaconda,844,72,107,125,65,70,71,510,Ground,,"Sand Spit, Shed Skin, Sand Veil",Sand Rush,"Silicobra, Sandaconda, Gigantamax Sandaconda",844
Gigantamax Sandaconda,844,102,137,140,70,80,81,610,Ground,,Sand Spit,Sand Rush,"Silicobra, Sandaconda, Gigantamax Sandaconda",844-gigantamax
Cramorant,845,70,85,55,85,95,85,475,Flying,Water,Gulp Missile,Lightning Rod,"Cramorant, Gulping Cramorant, Gorging Cramorant",845
Gulping Cramorant,845,70,85,55,85,95,85,475,Flying,Water,Gulp Missile,Lightning Rod,"Cramorant, Gulping Cramorant, Gorging Cramorant",845-gulping
Gorging Cramorant,845,70,85,55,85,95,85,475,Flying,Water,Gulp Missile,Lightning Rod,"Cramorant, Gulping Cramorant, Gorging Cramorant",845-gorging
Arrokuda,846,41,63,40,40,30,66,280,Water,,"Swift Swim, Propeller Tail",Speed Boost,"Arrokuda, Barraskewda",846
Barraskewda,847,61,123,60,60,50,136,490,Water,,"Swift Swim, Propeller Tail",Intimidate,"Arrokuda, Barraskewda",847
Toxel,848,40,38,35,54,35,40,242,Electric,Poison,"Rattled, Static, Klutz",Electric Surge,"Toxel, Amped Toxtricity, Low-Key Toxtricity, Gigantamax Toxtricity",848
Amped Toxtricity,849,75,98,70,114,70,75,502,Electric,Poison,"Punk Rock, Plus, Technician",Electric Surge,"Toxel, Amped Toxtricity, Low-Key Toxtricity, Gigantamax Toxtricity",849
Low-Key Toxtricity,849,75,98,70,114,70,75,502,Electric,Poison,"Punk Rock, Minus, Technician",Electric Surge,"Toxel, Amped Toxtricity, Low-Key Toxtricity, Gigantamax Toxtricity",849-lowkey
Gigantamax Toxtricity,849,114,105,82,137,82,82,602,Electric,Poison,Punk Rock,Electric Surge,"Toxel, Amped Toxtricity, Low-Key Toxtricity, Gigantamax Toxtricity",849-gigantamax
Sizzlipede,850,50,65,45,50,50,45,305,Fire,Bug,"Flash Fire, White Smoke, Flame Body",Hustle,"Sizzlipede, Centiskorch, Gigantamax Centiskorch",850
Centiskorch,851,100,115,65,90,90,65,525,Fire,Bug,"Flash Fire, White Smoke, Flame Body",Hustle,"Sizzlipede, Centiskorch, Gigantamax Centiskorch",851
Gigantamax Centiskorch,851,130,125,75,94,100,101,625,Fire,Bug,Flash Fire,Hustle,"Sizzlipede, Centiskorch, Gigantamax Centiskorch",851-gigantamax
Clobbopus,852,50,68,60,50,50,32,310,Fighting,,"Limber, Technician",Water Bubble,"Clobbopus, Grapploct",852
Grapploct,853,80,118,90,70,80,42,480,Fighting,,"Limber, Technician",Water Bubble,"Clobbopus, Grapploct",853
Phony Sinistea,854,40,45,45,74,54,50,308,Ghost,,"Weak Armor, Cursed Body",Shadow Shield,"Phony Sinistea, Antique Sinistea, Phony Polteageist, Antique Polteageist",854
Antique Sinistea,854,40,45,45,74,54,50,308,Ghost,,"Weak Armor, Cursed Body",Shadow Shield,"Phony Sinistea, Antique Sinistea, Phony Polteageist, Antique Polteageist",854
Phony Polteageist,855,60,65,65,134,114,70,508,Ghost,,"Weak Armor, Cursed Body",Shadow Shield,"Phony Sinistea, Antique Sinistea, Phony Polteageist, Antique Polteageist",855
Antique Polteageist,855,60,65,65,134,114,70,508,Ghost,,"Weak Armor, Cursed Body",Shadow Shield,"Phony Sinistea, Antique Sinistea, Phony Polteageist, Antique Polteageist",855
Hatenna,856,42,30,45,56,53,39,265,Psychic,,"Healer, Anticipation, Magic Bounce",Fairy Aura,"Hatenna, Hattrem, Hatterene, Gigantamax Hatterene",856
Hattrem,857,57,40,65,86,73,49,370,Psychic,,"Healer, Anticipation, Magic Bounce",Fairy Aura,"Hatenna, Hattrem, Hatterene, Gigantamax Hatterene",857
Hatterene,858,57,90,95,136,103,29,510,Psychic,Fairy,"Healer, Anticipation, Magic Bounce",Fairy Aura,"Hatenna, Hattrem, Hatterene, Gigantamax Hatterene",858
Gigantamax Hatterene,858,87,100,110,146,118,49,610,Psychic,Fairy,Magic Bounce,Fairy Aura,"Hatenna, Hattrem, Hatterene, Gigantamax Hatterene",858-gigantamax
Impidimp,859,45,45,30,55,40,50,265,Dark,Fairy,"Prankster, Frisk, Pickpocket",Intimidate,"Impidimp, Morgrem, Grimmsnarl, Gigantamax Grimmsnarl",859
Morgrem,860,65,60,45,75,55,70,370,Dark,Fairy,"Prankster, Frisk, Pickpocket",Intimidate,"Impidimp, Morgrem, Grimmsnarl, Gigantamax Grimmsnarl",860
Grimmsnarl,861,95,120,65,95,75,60,510,Dark,Fairy,"Prankster, Frisk, Pickpocket",Intimidate,"Impidimp, Morgrem, Grimmsnarl, Gigantamax Grimmsnarl",861
Gigantamax Grimmsnarl,861,130,138,75,110,92,65,610,Dark,Fairy,Prankster,Intimidate,"Impidimp, Morgrem, Grimmsnarl, Gigantamax Grimmsnarl",861-gigantamax
Obstagoon,862,93,90,101,60,81,95,520,Dark,Normal,"Reckless, Guts, Defiant",Poison Heal,"Obstagoon, Galar Zigzagoon, Galar Linoone",862
Perrserker,863,70,110,100,50,60,50,440,Steel,,"Battle Armor, Tough Claws, Steely Spirit",Unburden,"Perrserker, Galar Meowth",863
Cursola,864,60,95,50,145,130,30,510,Ghost,,"Weak Armor, Perish Body",Shadow Shield,"Cursola, Galar Corsola",864
Sirfetch’d,865,62,135,95,68,82,65,507,Fighting,,"Steadfast, Scrappy",Intrepid Sword,"Sirfetch’d, Galar Farfetch’d",865
Mr. Rime,866,80,85,75,110,100,70,520,Ice,Psychic,"Tangled Feet, Screen Cleaner, Ice Body",Prankster,"Mr. Mime, Mime Jr., Mr. Rime, Galar Mr. Mime",866
Runerigus,867,58,95,145,50,105,30,483,Ground,Ghost,Wandering Spirit,Tablets Of Ruin,"Runerigus, Galar Yamask",867
Milcery,868,45,40,40,50,61,34,270,Fairy,,"Sweet Veil, Aroma Veil",Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie",868
Vanilla Cream Alcremie,869,65,60,75,110,121,64,495,Fairy,,"Sweet Veil, Aroma Veil",Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie",869
Ruby Cream Alcremie,869,65,60,75,110,121,64,495,Fairy,,"Sweet Veil, Aroma Veil",Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie",869-ruby-cream
Matcha Cream Alcremie,869,65,60,75,110,121,64,495,Fairy,,"Sweet Veil, Aroma Veil",Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie",869-matcha-cream
Mint Cream Alcremie,869,65,60,75,110,121,64,495,Fairy,,"Sweet Veil, Aroma Veil",Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie",869-mint-cream
Lemon Cream Alcremie,869,65,60,75,110,121,64,495,Fairy,,"Sweet Veil, Aroma Veil",Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie",869-lemon-cream
Salted Cream Alcremie,869,65,60,75,110,121,64,495,Fairy,,"Sweet Veil, Aroma Veil",Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie",869-salted-cream
Ruby Swirl Alcremie,869,65,60,75,110,121,64,495,Fairy,,"Sweet Veil, Aroma Veil",Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie",869-ruby-swirl
Caramel Swirl Alcremie,869,65,60,75,110,121,64,495,Fairy,,"Sweet Veil, Aroma Veil",Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie",869-caramel-swirl
Rainbow Swirl Alcremie,869,65,60,75,110,121,64,495,Fairy,,"Sweet Veil, Aroma Veil",Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie",869-rainbow-swirl
Gigantamax Alcremie,869,105,70,85,130,141,64,595,Fairy,,Misty Surge,Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie",869-gigantamax
Falinks,870,65,100,100,70,60,75,470,Fighting,,"Battle Armor, Defiant",Dauntless Shield,Falinks,870
Pincurchin,871,48,101,95,91,85,15,435,Electric,,"Lightning Rod, Electric Surge",Electromorphosis,Pincurchin,871
Snom,872,30,25,35,45,30,20,185,Ice,Bug,"Shield Dust, Ice Scales",Snow Warning,"Snom, Frosmoth",872
Frosmoth,873,70,65,60,125,90,65,475,Ice,Bug,"Shield Dust, Ice Scales",Snow Warning,"Snom, Frosmoth",873
Stonjourner,874,100,125,135,20,20,70,470,Rock,,Power Spot,Sturdy,Stonjourner,874
Eiscue,875,75,80,110,65,90,50,470,Ice,,Ice Face,Ice Scales,"Eiscue, No Ice Eiscue",875
No Ice Eiscue,875,75,80,70,65,50,130,470,Ice,,Ice Face,Ice Scales,"Eiscue, No Ice Eiscue",875-no-ice
Male Indeedee,876,60,65,55,105,95,95,475,Psychic,Normal,"Inner Focus, Synchronize, Psychic Surge",Hospitality,"Male Indeedee, Female Indeedee",876
Female Indeedee,876,70,55,65,95,105,85,475,Psychic,Normal,"Own Tempo, Synchronize, Psychic Surge",Friend Guard,"Male Indeedee, Female Indeedee",876-female
Full Belly Morpeko,877,58,95,58,70,58,97,436,Electric,Dark,Hunger Switch,Moody,"Full Belly Morpeko, Hangry Morpeko",877
Hangry Morpeko,877,58,95,58,70,58,97,436,Electric,Dark,Hunger Switch,Moody,"Full Belly Morpeko, Hangry Morpeko",877-hangry
Cufant,878,72,80,49,40,49,40,330,Steel,,"Sheer Force, Heavy Metal",Earth Eater,"Cufant, Copperajah, Gigantamax Copperajah",878
Copperajah,879,122,130,69,80,69,30,500,Steel,,"Sheer Force, Heavy Metal",Earth Eater,"Cufant, Copperajah, Gigantamax Copperajah",879
Gigantamax Copperajah,879,177,155,79,90,79,20,600,Steel,Ground,Mold Breaker,Earth Eater,"Cufant, Copperajah, Gigantamax Copperajah",879-gigantamax
Dracozolt,880,90,100,90,80,70,75,505,Electric,Dragon,"Volt Absorb, Hustle, Sand Rush",No Guard,Dracozolt,880
Arctozolt,881,90,100,90,90,80,55,505,Electric,Ice,"Volt Absorb, Static, Slush Rush",Water Absorb,Arctozolt,881
Dracovish,882,90,90,100,70,80,75,505,Water,Dragon,"Water Absorb, Strong Jaw, Sand Rush",Mold Breaker,Dracovish,882
Arctovish,883,90,90,100,80,90,55,505,Water,Ice,"Water Absorb, Ice Body, Slush Rush",Strong Jaw,Arctovish,883
Duraludon,884,70,95,115,120,50,85,535,Steel,Dragon,"Light Metal, Heavy Metal, Stalwart",Filter,"Duraludon, Gigantamax Duraludon, Archaludon",884
Gigantamax Duraludon,884,100,120,110,160,85,60,635,Steel,Dragon,Analytic,Filter,"Duraludon, Gigantamax Duraludon, Archaludon",884-gigantamax
Dreepy,885,28,60,30,40,30,82,270,Dragon,Ghost,"Clear Body, Infiltrator, Cursed Body",Technician,"Dreepy, Drakloak, Dragapult",885
Drakloak,886,68,80,50,60,50,102,410,Dragon,Ghost,"Clear Body, Infiltrator, Cursed Body",Parental Bond,"Dreepy, Drakloak, Dragapult",886
Dragapult,887,88,120,75,100,75,142,600,Dragon,Ghost,"Clear Body, Infiltrator, Cursed Body",Parental Bond,"Dreepy, Drakloak, Dragapult",887
Zacian,888,92,120,115,80,115,138,660,Fairy,,Intrepid Sword,Unnerve,"Zacian, Crowned Zacian",888
Crowned Zacian,888,92,150,115,80,115,148,700,Fairy,Steel,Intrepid Sword,Unnerve,"Zacian, Crowned Zacian",888-crowned
Zamazenta,889,92,120,115,80,115,138,660,Fighting,,Dauntless Shield,Unnerve,"Zamazenta, Crowned Zamazenta",889
Crowned Zamazenta,889,92,120,140,80,140,128,700,Fighting,Steel,Dauntless Shield,Unnerve,"Zamazenta, Crowned Zamazenta",889-crowned
Eternatus,890,140,85,95,145,95,130,690,Poison,Dragon,Pressure,Neutralizing Gas,"Eternatus, Eternamax Eternatus",890
Eternamax Eternatus,890,255,115,250,125,250,130,1125,Poison,Dragon,Pressure,Neutralizing Gas,"Eternatus, Eternamax Eternatus",890-eternamax
Kubfu,891,60,90,60,53,50,72,385,Fighting,,Inner Focus,Iron Fist,"Kubfu, Single Strike Urshifu, Rapid Strike Urshifu, Gigantamax Single Strike Urshifu, Gigantamax Rapid Strike Urshifu",891
Single Strike Urshifu,892,100,130,100,63,60,97,550,Fighting,Dark,Unseen Fist,Iron Fist,"Kubfu, Single Strike Urshifu, Rapid Strike Urshifu, Gigantamax Single Strike Urshifu, Gigantamax Rapid Strike Urshifu",892
Rapid Strike Urshifu,892,100,130,100,63,60,97,550,Fighting,Water,Unseen Fist,Iron Fist,"Kubfu, Single Strike Urshifu, Rapid Strike Urshifu, Gigantamax Single Strike Urshifu, Gigantamax Rapid Strike Urshifu",892-rapid-strike
Gigantamax Single Strike Urshifu,892,120,150,115,83,75,107,650,Fighting,Dark,Unseen Fist,Iron Fist,"Kubfu, Single Strike Urshifu, Rapid Strike Urshifu, Gigantamax Single Strike Urshifu, Gigantamax Rapid Strike Urshifu",892-gigantamax-single
Gigantamax Rapid Strike Urshifu,892,120,150,115,83,75,107,650,Fighting,Water,Unseen Fist,Iron Fist,"Kubfu, Single Strike Urshifu, Rapid Strike Urshifu, Gigantamax Single Strike Urshifu, Gigantamax Rapid Strike Urshifu",892-gigantamax-rapid
Zarude,893,105,120,105,70,95,105,600,Dark,Grass,Leaf Guard,Tough Claws,"Zarude, Dada Zarude",893
Dada Zarude,893,105,120,105,70,95,105,600,Dark,Grass,Leaf Guard,Tough Claws,"Zarude, Dada Zarude",893-dada
Regieleki,894,80,100,50,100,50,200,580,Electric,,Transistor,Electric Surge,Regieleki,894
Regidrago,895,200,100,50,100,50,80,580,Dragon,,Dragons Maw,Multiscale,Regidrago,895
Glastrier,896,100,145,130,65,110,30,580,Ice,,Chilling Neigh,Filter,Glastrier,896
Spectrier,897,100,65,60,145,80,130,580,Ghost,,Grim Neigh,Dazzling,Spectrier,897
Calyrex,898,100,80,80,80,80,80,500,Psychic,Grass,Unnerve,Harvest,"Calyrex, Ice Calyrex, Shadow Calyrex",898
Ice Calyrex,898,100,165,150,85,130,50,680,Psychic,Ice,As One Glastrier,Filter,"Calyrex, Ice Calyrex, Shadow Calyrex",898-ice
Shadow Calyrex,898,100,85,80,165,100,150,680,Psychic,Ghost,As One Spectrier,Dazzling,"Calyrex, Ice Calyrex, Shadow Calyrex",898-shadow
Wyrdeer,899,103,105,72,105,75,65,525,Normal,Psychic,"Intimidate, Frisk, Sap Sipper",Speed Boost,"Stantler, Wyrdeer",899
Kleavor,900,70,135,95,45,70,85,500,Bug,Rock,"Swarm, Sheer Force, Sharpness",Weak Armor,"Scyther, Scizor, Mega Scizor, Kleavor",900
Ursaluna,901,130,140,105,45,80,50,550,Ground,Normal,"Guts, Bulletproof, Unnerve",Thick Fat,"Teddiursa, Ursaring, Ursaluna",901
Male Basculegion,902,120,112,65,80,75,78,530,Water,Ghost,"Swift Swim, Adaptability, Mold Breaker",Supreme Overlord,"Red-Striped Basculin, Blue-Striped Basculin, White-Striped Basculin, Male Basculegion, Female Basculegion",902
Female Basculegion,902,120,92,65,100,75,78,530,Water,Ghost,"Swift Swim, Adaptability, Mold Breaker",Supreme Overlord,"Red-Striped Basculin, Blue-Striped Basculin, White-Striped Basculin, Male Basculegion, Female Basculegion",902-female
Sneasler,903,80,130,60,40,80,120,510,Fighting,Poison,"Pressure, Unburden, Poison Touch",Scrappy,"Sneasler, Hisui Sneasel",903
Overqwil,904,85,115,95,65,65,85,510,Dark,Poison,"Poison Point, Swift Swim, Intimidate",Merciless,"Overqwil, Hisui Qwilfish",904
Incarnate Enamorus,905,74,115,70,135,80,106,580,Fairy,Flying,"Cute Charm, Contrary",Fairy Aura,"Incarnate Enamorus, Therian Enamorus",905-incarnate
Therian Enamorus,905,74,115,110,135,100,46,580,Fairy,Flying,Overcoat,Fairy Aura,"Incarnate Enamorus, Therian Enamorus",905-therian
Sprigatito,906,40,61,54,45,45,65,310,Grass,,"Overgrow, Protean",Pickup,"Sprigatito, Floragato, Meowscarada",906
Floragato,907,61,80,63,60,63,83,410,Grass,,"Overgrow, Protean",Magician,"Sprigatito, Floragato, Meowscarada",907
Meowscarada,908,76,110,70,81,70,123,530,Grass,Dark,"Overgrow, Protean",Magician,"Sprigatito, Floragato, Meowscarada",908
Fuecoco,909,67,45,59,63,40,36,310,Fire,,"Blaze, Unaware",Gluttony,"Fuecoco, Crocalor, Skeledirge",909
Crocalor,910,81,55,78,90,58,49,411,Fire,,"Blaze, Unaware",Punk Rock,"Fuecoco, Crocalor, Skeledirge",910
Skeledirge,911,104,75,100,110,75,66,530,Fire,Ghost,"Blaze, Unaware",Punk Rock,"Fuecoco, Crocalor, Skeledirge",911
Quaxly,912,55,65,45,50,45,50,310,Water,,"Torrent, Moxie",Opportunist,"Quaxly, Quaxwell, Quaquaval",912
Quaxwell,913,70,85,65,65,60,65,410,Water,,"Torrent, Moxie",Opportunist,"Quaxly, Quaxwell, Quaquaval",913
Quaquaval,914,85,120,80,85,75,85,530,Water,Fighting,"Torrent, Moxie",Opportunist,"Quaxly, Quaxwell, Quaquaval",914
Lechonk,915,54,45,40,35,45,35,254,Normal,,"Aroma Veil, Gluttony, Thick Fat",Simple,"Lechonk, Male Oinkologne, Female Oinkologne",915
